Nombre	Vacunas exijidas	Vacunas recomendadas	,,,,
VENEZUELA, Rep&#xFA;b. Bolivariana	Fiebre Amarilla (2015): ningún requisito de vacunación para los viajeros internacionales. Recomendaciones de vacunación contra la fiebre amarilla: Sí. Se recomienda a todos los viajeros a partir de 9 meses de edad excepto los citados a continuación. Generalmente no recomendada ((La vacunación contra la fiebre amarilla está generalmente no recomendada en áreas donde el riesgo de exposición es bajo. Sin embargo, la vacunación debe considerarse en aquel pequeño subgrupo de viajeros que tiene un riesgo de exposición aumentado (por Ej.: viaje de larga duración, amplia exposición a mosquitos, imposibilidad de evitar la picadura de mosquito). Cuando se considere la vacunación cualquier viajero debe tener en cuenta el riesgo de infectarse con el virus de la fiebre amarilla, los requisitos de entrada de cada país y  los factores de riesgo individual para desarrollar un efecto adverso grave a la vacuna (Ej.: edad, estado inmune).) para viajeros cuyo itinerario se limita a las áreas siguientes: los estados de  Aragua, Carabobo, Miranda, Vargas y Yaracuy, y el Distrito Federal. No recomendada a viajeros cuyo itinerario se limite a las áreas siguientes: todas las áreas por encima de los 2.300 metros en el estado de Trujillo, Merida y Tachira; estados de Falcon y Lara, Isla  Margarita Island y las ciudades de Caracas y Valencia.	Es conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.	,
TRISTAN DE ACU&#xD1;A	Requisitos del país: se requiere certificado de vacunación frente a la fiebre amarilla a aquellos viajeros de más de 6 meses de edad procedentes de países con riesgo de transmisión de fiebre amarilla y viajeros que hayan transitado por aeropuertos de países con riesgo de transmisión de fiebre amarilla. El certificado de vacunación frente a la fiebre amarilla es válido para 10 años.
Recomendación de vacunación frente a la fiebre amarilla: NO.	,,
VIETNAM	Se exige certificado de vacunación contra la Fiebre Amarilla a los viajeros mayores de un año de edad procedentes de países con riesgo de transmisión de la fiebre amarilla. Recomendaciones de vacunación contra la fiebre amarilla: No.	Es conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.	,
ZIMBABWE	Se exige certificado de vacunación contra la Fiebre Amarilla (2015) a los viajeros mayores de 9 meses procedentes de países con riesgo de transmisión de la fiebre amarilla y a aquellos viajeros que hayan realizado tránsitos de más de 12 horas en aeropuertos de países con riesgo de transmisión de fiebre amarilla. Recomendaciones de vacunación contra la fiebre amarilla: No. El certificado de vacunación frente a la fiebre amarilla es válido para toda la vida.	Es conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.	,
UCRANIA	Fiebre Amarilla (2013): ningún requisito de vacunación para los viajeros internacionales.	Es conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.	,
WALLIS Y FUTUNA	Se exige certificado de vacunación contra la Fiebre Amarilla a los viajeros mayores de un año procedentes de países con riesgo de transmisión de la fiebre amarilla y a aquellos viajeros que hayan realizado tránsitos de más de 12 horas en aeropuertos de países con riesgo de transmisión de fiebre amarilla. Recomendaciones de vacunación contra la fiebre amarilla: No.	Es conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.	,
YIBUTI (DJIBOUTI)	Se exige certificado de vacunación contra la Fiebre Amarilla (2015) a los viajeros mayores de 1 año de edad procedentes de países con riesgo de transmisión de la fiebre amarilla y para aquellos viajeros que hayan transitado por un aeropuerto de un país con riesgo de transmisión de fiebre amarilla. Recomendaciones de vacunación contra la fiebre amarilla: No.
El certificado de vacunación frente a la fiebre amarilla es válido para 10 años.	Es conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.	,
UZBEKIST&#xC1;N	Ningún requisito de vacunación para los viajeros internacionales. Recomendaciones de vacunación contra la fiebre amarilla: No.	Es conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.	,
URUGUAY	Fiebre Amarilla (2013): ningún requisito de vacunación para los viajeros internacionales. Recomendaciones de vacunación contra la fiebre amarilla: No.	Es conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.	,
VANUATU	Ningún requisito de vacunación para los viajeros internacionales. Recomendaciones de vacunación contra la fiebre amarilla: No.	Es conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.	,
NAMIBIA	Se exige certificado de vacunación contra la Fiebre Amarilla (2013) a los viajeros procedentes de países con riesgo de transmisión de la fiebre amarilla. Se consideran zonas con riesgo de transmisión los países o partes de países situados en zonas endémicas de África y América del Sur. No se exige certificado a los pasajeros de líneas aéreas regulares que hayan iniciado su viaje fuera de países con riesgo de transmisión aunque hayan pasado en tránsito por tales países si no han salido del aeropuerto de escala o la ciudad adyacente durante el mismo. Todos los pasajeros que hayan comenzado su viaje en un país con riesgo de transmisión o hayan pasado en tránsito por uno de dichos países y no viajen en un avión de línea regular deben presentar un certificado. No se exige certificado a los niños menores de un año de edad, pero podrán ser sometidos a vigilancia. Recomendaciones de vacunación contra la fiebre amarilla: No.	Es conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.	,
NICARAGUA	Ningún requisito de vacunación para los viajeros internacionales. Recomendaciones de vacunación contra la fiebre amarilla (2013): No.	Es conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.	,
NAUR&#xDA;	Se exige certificado de vacunación contra la Fiebre Amarilla a los viajeros mayores de un año de edad procedentes de países con riesgo de transmisión de la fiebre amarilla. Recomendaciones de vacunación contra la fiebre amarilla: ninguna.	Es conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.	,
CONGO	Se exige certificado de vacunación contra la Fiebre Amarilla a todos los viajeros mayores de 9 meses de edad.
Recomendaciones de vacunación contra la fiebre amarilla: Sí.

El certificado de vacunación frente a la fiebre amarilla es válido de por vida.	Es conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.	,
COMORES (Komori/Comoras)	Ningún requisito de vacunación para los viajeros internacionales.	Es conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.	,
COLOMBIA	Requisitos del país: ninguno.
Recomendaciones de vacunación contra la fiebre amarilla (2014): Sí. No se recomienda en general a viajeros que visiten las ciudades de Barranquilla, Cali, Cartagena y Medellín. (La consideración de vacunar a los viajeros que visiten areas con bajo potencial de exposición. La vacunación debe considerarse en aquel pequeño subgrupo de viajeros que tiene un riesgo de exposición aumentado (por Ej.: viaje de larga duración, amplia exposición a mosquitos, imposibilidad de evitar la picadura de mosquito). Cuando se considere la vacunación cualquier viajero debe tener en cuenta el riesgo de infectarse con el virus de la fiebre amarilla, los requisitos de entrada de cada país y  los factores de riesgo individual para desarrollar un efecto adverso grave a la vacuna (Ej.: edad, estado inmune).). No recomendada a viajeros cuyo itinerario se limite a las áreas por encima de 2300 m, incluyendo la capital de la ciudad de Bogotá y el departamento de San Andrés y Providencia.	Es conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizase de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.	,
Nombre\tCapital\tAltitud\tLengua\tPoblación\tMoneda\tZona horaria\tClima\tCancillería Española\tVacunas exijidas\tVacunas recomendadas\t
